state,year,mort_count,mort_rate,inc_count,inc_rate
Alaska,2016,10.43024219009322,2.993823453909866,51.64138397683404,14.82278011617
Colorado,2006,68.76217995230996,2.898802494619198,305.67493662311875,12.88631729593
Minnesota,2006,74.59917272590631,2.905566709415066,320.0112151960347,12.46413196737
West Virginia,2016,64.08779586005473,6.993985544244237,227.9045587308236,24.87152456781
Pennsylvania,2006,311.8797468541086,4.869656978415556,1195.2330200125082,18.662240416200003
Mississippi,2006,94.42218777101556,6.259938264025402,341.07535159470467,22.61238269061
North Dakota,2016,13.109500768389715,3.609713827535775,53.57802475757183,14.75276139315
Florida,2006,452.7022530341704,5.014096783845888,1831.4937186956304,20.28548942046
Maryland,2016,136.20857320343907,4.359083448849095,532.9746844186215,17.05679070607
Georgia,2006,198.71343042870495,4.229380937655953,724.2773928034542,15.41538985105
Tennessee,2006,150.37230138473106,4.82548254364168,582.0902145138092,18.67941198674
Connecticut,2016,66.4476280204649,3.6072556811966,291.08227109039,15.80204150798
Rhode Island,2016,20.42478821719055,3.687686115802569,78.93401510757154,14.25150011258
Nevada,2006,51.86426100774154,4.267602191499569,210.56168850917445,17.3258715321
